Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
18-07-2025,AVGO,1657.9,1613.21,1664.85,1601.09,24999231,7.40179E+11,36.78,1.68,43.86,2001.07,1200.11,Technology
18-07-2025,BAC,44.9,44.94,45.26,44.5,29733651,3.34437E+11,14.37,2.12,3.13,49.77,37.86,Financials
18-07-2025,BKNG,3826.53,3733.95,3871.2,3681.56,8681480,1.34422E+11,23.95,0,155.91,4592.83,3319.86,Consumer Discretionary
18-07-2025,BLK,892.84,878.69,903.04,867.27,6966255,1.35569E+11,21.83,2.24,40.25,1170.94,779.68,Financials
18-07-2025,BMY,55.42,56.67,56.97,54.87,13476144,1.08188E+11,9.79,4.38,5.79,61.92,52.03,Healthcare
18-07-2025,BRK.B,442.96,450.66,453.25,440.66,34080550,9.324E+11,16.12,0,27.96,540.07,341.35,Financials
18-07-2025,C,67.78,67.23,68.01,67.08,5317062,1.29288E+11,10.36,3.78,6.49,76.66,56.1,Financials
18-07-2025,CAT,376.47,376.15,380.47,374.88,3405198,1.95598E+11,17.54,1.98,21.45,438.67,322.54,Industrials
18-07-2025,CB,241.16,246.91,250.52,240.49,7456392,95740612245,12.13,2.09,20.36,327.42,161.04,Financials
18-07-2025,COST,853.48,865.26,874.49,842.61,23834654,3.7577E+11,45.49,0.51,19.02,1012.15,641.41,Consumer Staples
18-07-2025,CRM,282.21,275.1,285.73,274.03,22044025,2.60095E+11,36.63,0,7.51,363.04,195.59,Technology
18-07-2025,CVX,160.13,162.31,163.99,158.28,18110990,2.89661E+11,16.28,2.74,9.97,176.29,147.04,Energy
18-07-2025,DIS,111.12,108.94,112.16,107.79,3712310,1.87994E+11,32.75,0,3.33,146.86,74.59,Communication Services
18-07-2025,DUK,109.18,109.84,110.1,108.81,8820364,81880727273,19.71,4.13,5.57,124.11,75.31,Utilities
18-07-2025,ELV,561.03,554.31,566.16,549.98,3981127,1.24845E+11,15.96,1.19,34.73,614.23,435.89,Healthcare
18-07-2025,GE,169.81,172.65,174.62,167.99,14633993,1.82516E+11,31.5,0.37,5.48,198.83,127.81,Industrials
18-07-2025,GILD,79.58,79.91,80.59,78.91,8338971,94893125000,16.62,3.95,4.81,96.76,68.94,Healthcare
18-07-2025,GOOGL,172.23,172.53,173.5,170.13,27894519,2.05276E+12,27.42,0,6.29,219.61,153.57,Communication Services
18-07-2025,GS,474.97,469.41,481.86,465.12,10597490,1.58171E+11,12.51,2.21,37.52,542.6,371.43,Financials
18-07-2025,HD,372.05,379.12,383,370.64,17887745,3.947E+11,27.22,2.34,13.93,501.14,253.54,Consumer Discretionary
18-07-2025,HON,217.91,218.86,219.58,214.69,3956988,1.47603E+11,27.27,1.99,8.03,256.51,153.2,Industrials
18-07-2025,IBM,187.15,181.73,189.2,179.56,7669358,1.63091E+11,20.27,3.66,8.97,204.46,151.52,Technology
18-07-2025,INTC,32.68,33.78,33.94,32.61,8179684,1.30294E+11,18.9,1.64,1.79,40.14,23.26,Technology
18-07-2025,INTU,635.96,630.48,638.68,621.2,10463052,1.69745E+11,64.05,0.56,9.84,789.33,462.4,Technology
18-07-2025,ISRG,445.17,441.5,446.72,439.22,5405344,1.48766E+11,47.56,0,9.28,517.35,368.02,Healthcare
18-07-2025,JNJ,160,162.18,163.89,157.79,21013629,4.09103E+11,15.65,2.65,10.36,185.5,129.15,Healthcare
18-07-2025,JPM,202.98,205.92,208.38,200.78,12278781,5.75584E+11,13.99,2.59,14.72,262.89,143.62,Financials
18-07-2025,KO,69.86,70.13,70.44,69.13,30143311,3.0583E+11,24.45,3.15,2.87,83.28,63.1,Consumer Staples
18-07-2025,LLY,935.51,949.95,955.63,928.69,21154110,8.49955E+11,53.77,1.3,17.67,1124.72,803.79,Healthcare
18-07-2025,LMT,481.76,480.73,484.67,475.87,9717676,1.15175E+11,16.69,2.64,28.8,595.92,392.43,Industrials
18-07-2025,LOW,239.67,241.46,243.11,238.61,11062444,1.5276E+11,19.61,1.77,12.31,264.46,177.95,Consumer Discretionary
18-07-2025,MA,489.84,498.03,502.02,487.3,26697149,4.66903E+11,29.6,0.49,16.83,631.16,376.8,Financials
18-07-2025,MDLZ,73.52,72.78,74.04,71.76,6169835,93433783784,18.27,2.22,3.98,83.15,51.53,Consumer Staples
18-07-2025,MDT,93.9,93.02,94.39,91.9,7512888,1.18859E+11,16.35,3.03,5.69,112.03,68.62,Healthcare
18-07-2025,META,517.07,524.57,529.13,514.98,49487991,1.45425E+12,20.64,0.39,25.42,618.64,440.2,Communication Services
18-07-2025,MMC,211.49,206.22,213.33,204.25,9499634,1.00712E+11,23.48,1.98,8.78,223.32,139.49,Financials
18-07-2025,MRK,129.68,132.3,133.41,127.83,17148477,3.25662E+11,17.86,2.49,7.41,155.45,120,Healthcare
18-07-2025,MS,96.29,94.7,96.94,94.33,11696701,1.56255E+11,10.48,2.99,9.04,114.4,81.76,Financials
18-07-2025,MSFT,456.95,450.05,460.67,447.29,77341173,3.20725E+12,36.79,0.7,12.23,524.76,388.94,Technology
18-07-2025,NEE,75.29,76.38,77.04,74.58,10720109,1.57534E+11,18.81,2.82,4.06,97.46,62.6,Utilities
18-07-2025,NFLX,670.92,680.26,687.66,664.29,31205561,2.82182E+11,37.05,0,18.36,872.91,448.82,Communication Services
18-07-2025,NKE,89.99,90.4,90.58,88.76,6335243,1.356E+11,29.34,1.05,3.08,118.19,68.7,Consumer Discretionary
18-07-2025,NOW,830.52,819.3,839.6,809.85,2653913,1.68679E+11,91.62,0,8.94,1047.16,567.47,Technology
18-07-2025,NVDA,516.88,519.19,525.53,513.87,82733117,2.90746E+12,42.2,0,12.3,682.68,422.7,Technology
18-07-2025,ORCL,152.07,147.05,153.42,145.28,19297009,4.18719E+11,22.12,1.06,6.65,160.86,134.38,Technology
18-07-2025,PEP,186.06,184.04,187.76,181.88,33366896,2.40274E+11,20.6,2.65,8.93,236.4,166.88,Consumer Staples
18-07-2025,PFE,32.2,31.64,32.55,31.57,10986292,1.68406E+11,11.73,6.25,2.7,36.68,25.88,Healthcare
18-07-2025,PG,172.11,170.19,172.76,168.92,28869331,3.84777E+11,24.72,2.19,6.88,188.29,143.1,Consumer Staples
18-07-2025,PLD,128.77,126.7,129.35,124.9,9760933,1.21827E+11,32.65,2.97,3.88,169.69,103.2,Real Estate
18-07-2025,PM,110.89,113.34,114.64,109.33,3043479,1.7001E+11,17.08,5.07,6.64,149.58,81.89,Consumer Staples
18-07-2025,PYPL,71.95,70.96,72.36,70.37,10622906,76028571429,17.87,0,3.97,91.02,52.95,Financials
18-07-2025,QCOM,215.54,222.9,223.55,213.43,24718586,2.33267E+11,16.74,1.64,13.32,292.97,177.83,Technology
18-07-2025,REGN,1057.29,1076.68,1085.39,1044.66,12216357,1.12562E+11,18.17,0,59.26,1443.68,967.93,Healthcare
18-07-2025,RTX,114.03,111.78,114.58,111,8944004,1.47454E+11,16.19,2.28,6.9,148.46,76.05,Industrials
18-07-2025,SCHW,75.88,75.49,76.14,75.28,2857170,1.27389E+11,19.15,1.26,3.94,82.02,55.71,Financials
18-07-2025,SO,85.18,84.17,86.45,83.31,3052247,87140705882,17.79,3.81,4.73,109.52,66.89,Utilities
18-07-2025,SPGI,468.19,460.06,474.58,455.82,2139174,1.45019E+11,31.74,0.72,14.49,530.61,404.94,Financials
18-07-2025,SYK,362.06,354.14,364.15,351.14,5390272,1.29213E+11,33.54,0.96,10.56,408.84,236.98,Healthcare
18-07-2025,T,22.02,22.43,22.53,21.95,3727631,1.44193E+11,7.89,7.47,2.84,24.31,19.63,Communication Services
18-07-2025,TJX,122.69,123.97,124.93,121.34,9173841,1.39466E+11,21.26,1.16,5.83,142.35,93.13,Consumer Discretionary
18-07-2025,TMO,570.9,570.7,577.86,567.83,15174078,2.16472E+11,26.45,0.32,21.58,636.49,518.61,Healthcare
18-07-2025,TSLA,250.59,256.6,258.86,248.28,12865417,8.38885E+11,50.41,0,5.09,337.91,230.42,Consumer Discretionary
18-07-2025,TXN,204.22,197.25,206.8,196.4,9187118,1.78006E+11,22.1,2.48,8.93,216.19,171.24,Technology
18-07-2025,UBER,71.56,69.63,71.81,68.74,6695381,1.34618E+11,28.71,0,2.43,89.85,54.56,Technology
18-07-2025,UNH,618.51,615.88,623.62,614.62,23356556,5.64557E+11,22.61,1.3,27.24,702.73,473.4,Healthcare
18-07-2025,UNP,248.11,245.65,250.75,243.39,7518528,1.49317E+11,19.93,2.09,12.33,280.94,223.1,Industrials
18-07-2025,UPS,147.03,147.35,148.68,146.45,9129868,1.18831E+11,16.75,3.03,8.8,160.59,121.41,Industrials
18-07-2025,V,287.05,286.01,289.67,283.62,22195539,5.7202E+11,29.92,0.65,9.56,378.12,254.89,Financials
18-07-2025,VRTX,464.46,464.06,469.49,457.98,6613226,1.20849E+11,29.56,0,15.7,606.16,382.26,Healthcare
18-07-2025,VZ,43.55,44.23,44.59,42.91,8075765,1.72006E+11,9.86,6.58,4.49,51.11,35.09,Communication Services
18-07-2025,WMT,68.22,66.54,69.08,65.79,11777822,5.21152E+11,31.42,1.17,2.12,85.86,58.45,Consumer Staples
18-07-2025,XOM,116.94,116.24,118.56,115.43,19350304,4.55471E+11,15.07,3.2,7.71,134.97,104.99,Energy
18-07-2025,ZTS,150.31,154.03,155.41,149.89,8965020,69826933333,25.29,0.71,6.09,185.43,107.57,Healthcare
19-07-2025,AAPL,223.75,229.88,230.45,222.58,67982672,3.58837E+12,29.89,0.47,7.69,263.13,165.14,Technology
19-07-2025,ABBV,178.2,181.45,183.75,176.2,14988517,3.08216E+11,17.76,3.27,10.22,218.87,129.71,Healthcare
19-07-2025,ABT,116.91,116.16,118.57,114.51,12151018,1.936E+11,23.88,1.92,4.86,141.16,80.25,Healthcare
19-07-2025,ADBE,599.16,619.26,620.55,592.32,15004360,2.68346E+11,38.51,0,16.08,739.97,458.25,Technology
19-07-2025,ADP,256.98,256.17,257.64,253.09,10329642,1.05482E+11,24.28,2.12,10.55,279.62,197.34,Financials
19-07-2025,AMD,157.25,158.86,161,155.25,27420450,2.40697E+11,46.54,0,3.41,203.44,128.31,Technology
19-07-2025,AMGN,298.25,302.39,303.93,294.81,13748664,1.53674E+11,15.16,3.15,19.95,395.01,274.11,Healthcare
19-07-2025,AMT,204.3,208.77,210.07,201.81,4544192,96747073171,25.06,2.29,8.33,275.15,153.87,Real Estate
19-07-2025,AMZN,167.61,166.47,169.85,165.04,88825578,1.71226E+12,38.66,0,4.31,218.5,114.96,Consumer Discretionary
19-07-2025,AVGO,1711.43,1707.62,1716.34,1682.57,26542914,7.83496E+11,33.25,1.86,51.36,1873.6,1345.09,Technology
19-07-2025,BAC,40.01,39.05,40.26,38.51,15053151,2.90605E+11,13.96,2.26,2.8,51.02,33.63,Financials
19-07-2025,BKNG,3783.18,3871.02,3922.85,3746.76,12520277,1.39357E+11,19.83,0,195.21,4209.12,3414.87,Consumer Discretionary
19-07-2025,BLK,869.93,859.71,873.84,851.37,7212664,1.32641E+11,20.92,2.17,41.1,1097.08,635.04,Financials
19-07-2025,BMY,52.88,54.06,54.63,52.2,14708676,1.03205E+11,10.06,4.57,5.37,71.76,44.35,Healthcare
19-07-2025,BRK.B,430.63,435.19,438.63,429.62,27514865,9.00393E+11,17.39,0,25.03,481.03,302.62,Financials
19-07-2025,C,64.45,64.96,65.11,63.87,6285136,1.24923E+11,10.97,3.47,5.92,74.65,58.29,Financials
19-07-2025,CAT,374.62,375.58,376.96,369.98,10320878,1.95302E+11,16.91,1.9,22.21,462.13,286.1,Industrials
19-07-2025,CB,241.92,242.7,243.88,239.75,10818788,94108163265,14.86,2,16.33,303,218.91,Financials
19-07-2025,COST,873.63,867.51,879.13,854.82,25568796,3.76747E+11,46.95,0.49,18.48,949.56,585.57,Consumer Staples
19-07-2025,CRM,271.7,273.37,276.85,270.88,22297113,2.58459E+11,42.68,0,6.41,365,239.25,Technology
19-07-2025,CVX,161.33,158.29,161.98,156.23,30054042,2.82487E+11,13.1,2.7,12.08,206.37,124.34,Energy
19-07-2025,DIS,108.84,107.06,109.75,106.44,11307621,1.8475E+11,38.2,0,2.8,132.81,77.39,Communication Services
19-07-2025,DUK,114.79,115.17,115.94,113.92,12190599,85854000000,19.2,4.12,6,124.89,104.05,Utilities
19-07-2025,ELV,553.04,543.75,560.99,538.89,9326783,1.22466E+11,15.87,1.2,34.26,662.37,387.93,Healthcare
19-07-2025,GE,165.07,167.05,168.73,163.95,4265060,1.76596E+11,30.22,0.38,5.53,194.55,120.84,Industrials
19-07-2025,GILD,77.07,77.66,78.74,76.66,11794069,92221250000,17.94,3.73,4.33,97.93,67.96,Healthcare
19-07-2025,GOOGL,182.33,181.25,184.97,180.32,79478321,2.15652E+12,22.91,0,7.91,220.36,132.63,Communication Services
19-07-2025,GS,456.95,465.4,467.26,454.71,2579554,1.5682E+11,13.3,2.04,34.99,527.55,327.98,Financials
19-07-2025,HD,374.46,373.13,378.76,367.66,19013198,3.88464E+11,28,2.22,13.33,434.62,257.91,Consumer Discretionary
19-07-2025,HON,219.06,223.74,224.21,218.5,7588611,1.50894E+11,22.92,1.89,9.76,295.02,203.77,Industrials
19-07-2025,IBM,201.81,195.08,203.71,192.22,10075208,1.75072E+11,23.87,3.59,8.17,214.96,154.33,Technology
19-07-2025,INTC,36.64,36.39,37.19,36.18,2016086,1.40361E+11,17.36,1.56,2.1,42.78,27.37,Technology
19-07-2025,INTU,636.25,628.47,638.3,625.36,5270032,1.69203E+11,60.3,0.64,10.42,709.09,557.88,Technology
19-07-2025,ISRG,448.08,440.1,452.52,436.69,3260651,1.48295E+11,44.35,0,9.92,552.59,291.74,Healthcare
19-07-2025,JNJ,163.62,161.13,164.55,159.58,8662262,4.06454E+11,18.14,2.91,8.88,215.04,143.47,Healthcare
19-07-2025,JPM,217.86,215.47,220,214.69,11121532,6.02278E+11,11.79,2.51,18.28,247.98,176.28,Financials
19-07-2025,KO,68.49,69.57,69.82,67.71,29605006,3.03388E+11,25.76,2.95,2.7,80.97,57.14,Consumer Staples
19-07-2025,LLY,931.44,948.81,962.97,925.19,34301082,8.48935E+11,51.02,1.15,18.6,1083.66,750.84,Healthcare
19-07-2025,LMT,471.39,474.75,481.07,465.56,6283694,1.13742E+11,15.37,2.77,30.89,522.66,344.86,Industrials
19-07-2025,LOW,250.26,255.95,256.93,247.91,12807240,1.61928E+11,20.85,1.89,12.28,279.89,171.9,Consumer Discretionary
19-07-2025,MA,486.2,487.88,493.04,484.52,34953409,4.57388E+11,37.72,0.51,12.93,636.66,412.88,Financials
19-07-2025,MDLZ,71.38,70.48,72.27,69.49,7200856,90481081081,20.73,2.2,3.4,93.28,58.72,Consumer Staples
19-07-2025,MDT,94.75,95.21,96.54,93.36,6841659,1.21657E+11,13.67,3.21,6.96,121.07,69.23,Healthcare
19-07-2025,META,493.8,505.24,506.45,487.78,26196340,1.40067E+12,24.27,0.38,20.82,650.27,398.45,Communication Services
19-07-2025,MMC,218.1,220.97,221.56,217.51,5403921,1.07916E+11,20.48,1.67,10.79,253.09,171.86,Financials
19-07-2025,MRK,134.32,131.79,135.38,130.39,19340108,3.24406E+11,17.99,2.79,7.33,175.48,94.75,Healthcare
19-07-2025,MS,99.73,99.87,101.23,99.36,7768017,1.64786E+11,10.86,3.22,9.2,117.96,73.15,Financials
19-07-2025,MSFT,428.47,413.6,433.07,412.23,71000624,2.94749E+12,28.12,0.64,14.71,482.77,359.69,Technology
19-07-2025,NEE,80.46,79.36,81.4,78.75,8245332,1.6368E+11,19.46,3.01,4.08,91.33,70.71,Utilities
19-07-2025,NFLX,655.48,639.41,661.27,634.06,21238216,2.65237E+11,45.76,0,13.97,767.89,514.47,Communication Services
19-07-2025,NKE,89.78,89.03,90.15,88.08,2508303,1.33545E+11,30.64,0.94,2.91,119.73,80.45,Consumer Discretionary
19-07-2025,NOW,827.93,836.95,840.25,816.77,8626040,1.72313E+11,76.99,0,10.87,991.53,747.64,Technology
19-07-2025,NVDA,507.11,490.25,510.64,483.28,74701696,2.7454E+12,49.97,0,9.81,556.74,392.37,Technology
19-07-2025,ORCL,143.36,145.29,146.5,141.74,26666517,4.13707E+11,25.42,1,5.72,184.61,124.52,Technology
19-07-2025,PEP,180.52,179.83,182.3,177.29,30626831,2.34778E+11,23.74,2.6,7.57,233.19,153.4,Consumer Staples
19-07-2025,PFE,32.52,32.62,32.73,32.39,8309261,1.73623E+11,11.99,5.38,2.72,35.25,27.63,Healthcare
19-07-2025,PG,176.33,172.16,177.91,170.05,19683772,3.89231E+11,23.33,2.5,7.38,190.13,154.18,Consumer Staples
19-07-2025,PLD,132.44,134.79,136.13,132.17,7572018,1.29606E+11,31.91,2.91,4.22,173.13,105.8,Real Estate
19-07-2025,PM,111.81,112.94,113.97,110.96,2033472,1.6941E+11,15.5,5.11,7.29,139.28,83.16,Consumer Staples
19-07-2025,PYPL,66.38,67.28,67.94,65.62,11730998,72085714286,20.56,0,3.27,74.53,59.02,Financials
19-07-2025,QCOM,209,212.96,214.86,207.82,20108702,2.22865E+11,20.46,1.88,10.41,273.67,141.09,Technology
19-07-2025,REGN,1080.67,1095.21,1105.03,1065.69,5076870,1.14499E+11,19.86,0,55.15,1274.33,777.4,Healthcare
19-07-2025,RTX,113.41,111.12,114.36,110.11,2728738,1.46584E+11,16.16,2.17,6.88,134.24,76.11,Industrials
19-07-2025,SCHW,76.64,77.82,78.62,75.84,8390045,1.31321E+11,16.01,1.11,4.86,85.63,60.17,Financials
19-07-2025,SO,83.7,82.49,84.16,81.75,7593560,85401411765,18.58,3.62,4.44,91.37,69.65,Utilities
19-07-2025,SPGI,465.54,458.5,467.11,454.98,4689703,1.44527E+11,32.54,0.81,14.09,546.48,298.14,Financials
19-07-2025,SYK,373.76,374.71,379.76,372.45,9533770,1.36719E+11,29.3,0.87,12.79,482.45,263.37,Healthcare
19-07-2025,T,21.75,21.46,22.02,21.3,7419373,1.37957E+11,8.58,6.72,2.5,24.64,14.68,Communication Services
19-07-2025,TJX,115.43,115.61,116.49,115.09,3185693,1.30061E+11,23.14,1.25,5,155.23,93.11,Consumer Discretionary
19-07-2025,TMO,563.08,561.83,566.67,554.76,16765061,2.13108E+11,29.07,0.29,19.33,674.1,461.89,Healthcare
19-07-2025,TSLA,258.38,257.31,259.53,254.34,11168137,8.41206E+11,52.66,0,4.89,279.13,233.81,Consumer Discretionary
19-07-2025,TXN,213.06,206.12,214.13,204.36,14580340,1.86011E+11,26.68,2.57,7.73,239.58,163.49,Technology
19-07-2025,UBER,73.3,75.63,76.53,72.3,8537728,1.46218E+11,30.4,0,2.49,101.65,56.08,Technology
19-07-2025,UNH,593.45,585.46,601.78,578.82,30803765,5.36672E+11,22.47,1.3,26.06,653.83,506.35,Healthcare
19-07-2025,UNP,261.75,264.48,268.23,260.87,2663574,1.60762E+11,21.29,1.91,12.42,319.31,179.17,Industrials
19-07-2025,UPS,149.09,149.69,151.13,147.93,5198647,1.20718E+11,18.29,3.24,8.18,197.8,103.49,Industrials
19-07-2025,V,280.66,280.21,283.86,277.24,23349138,5.6042E+11,30.87,0.73,9.08,343.14,197.31,Financials
19-07-2025,VRTX,472.96,470.69,474.82,465.08,12071278,1.22576E+11,30.36,0,15.5,557.39,314.02,Healthcare
19-07-2025,VZ,42.08,42.38,42.78,41.74,8327680,1.64811E+11,8.03,6.8,5.28,49.56,34.4,Communication Services
19-07-2025,WMT,68.57,67.4,69.25,66.4,14684235,5.27888E+11,30.72,1.24,2.19,90.77,55.01,Consumer Staples
19-07-2025,XOM,125.09,126.65,126.93,124.25,10881485,4.96261E+11,12.86,3.13,9.85,148.18,94.14,Energy
19-07-2025,ZTS,149.76,151.82,152.42,149.37,13980325,68825066667,26.65,0.73,5.7,204.19,110.83,Healthcare
20-07-2025,AAPL,194.78,188.91,195.75,186.28,34176137,2.94884E+12,25.68,0.47,7.36,209.45,128.78,Technology
20-07-2025,ABBV,180.08,183.07,183.5,177.75,18873732,3.10968E+11,18.08,3.63,10.13,204.66,129.28,Healthcare
20-07-2025,ABT,118.08,116.88,119.26,115.14,13551317,1.948E+11,20.7,1.74,5.65,147.33,84.12,Healthcare
20-07-2025,ADBE,607.03,609.04,616,600.77,33994505,2.63917E+11,40.16,0,15.17,688.39,514.47,Technology
20-07-2025,ADP,245.94,249.47,250.11,245,9405640,1.02723E+11,28.69,2.11,8.7,305.69,179.12,Financials
20-07-2025,AMD,156.91,152.67,159.15,152.2,23585203,2.31318E+11,38.41,0,3.97,187.61,104.66,Technology
20-07-2025,AMGN,303.05,310.34,313.64,300.09,8524588,1.57714E+11,15.03,2.79,20.65,363.89,233.26,Healthcare
20-07-2025,AMT,213.93,211.32,215.45,209.82,3024637,97928780488,30.1,2.5,7.02,258.39,165.72,Real Estate
20-07-2025,AMZN,183.66,181.31,184.46,179.91,75875102,1.8649E+12,33.93,0,5.34,217.48,135,Consumer Discretionary
20-07-2025,AVGO,1665.09,1644.3,1676.79,1638.28,12544351,7.54444E+11,30.8,1.64,53.39,2171.93,1478.43,Technology
20-07-2025,BAC,45.72,46.38,46.53,45.2,17447123,3.45153E+11,15.08,1.93,3.08,51.78,38.58,Financials
20-07-2025,BKNG,3742.03,3715.11,3752.98,3706.17,13066363,1.33744E+11,23.25,0,159.79,4769.13,2827.76,Consumer Discretionary
20-07-2025,BLK,886.09,904.58,906.63,880.9,4525125,1.39564E+11,20.11,2.44,44.98,1218.16,619.74,Financials
20-07-2025,BMY,56.96,55.75,57.79,55.35,7638284,1.06432E+11,10.86,4.83,5.13,71.19,44.46,Healthcare
20-07-2025,BRK.B,420.54,419.02,422.37,414.22,25059938,8.66938E+11,18.6,0,22.53,491.09,338.06,Financials
20-07-2025,C,67.14,66.97,67.65,66.33,7098767,1.28788E+11,12.4,3.85,5.4,79.83,51.41,Financials
20-07-2025,CAT,381.15,386.08,389.98,377.78,10694454,2.00762E+11,17.66,2.14,21.86,462.59,295.32,Industrials
20-07-2025,CB,240.41,241.95,245.14,237.32,11255651,93817346939,14.11,2.09,17.15,263.76,215.21,Financials
20-07-2025,COST,878.35,899.08,910.69,867.86,23656721,3.90458E+11,46.13,0.54,19.49,1059.76,739.96,Consumer Staples
20-07-2025,CRM,278.4,287.22,291.07,274.46,9094619,2.71553E+11,37.95,0,7.57,352.2,242.42,Technology
20-07-2025,CVX,162.82,156.75,163.67,155.07,19988019,2.79738E+11,17.02,3.29,9.21,195.32,115.62,Energy
20-07-2025,DIS,114.29,111.48,115.82,110.92,5558537,1.92377E+11,35.52,0,3.14,150.4,79.62,Communication Services
20-07-2025,DUK,106.83,107.49,108.84,105.96,3392424,80128909091,18.46,3.99,5.82,122.35,70.89,Utilities
20-07-2025,ELV,550.1,541.03,556.3,538.38,4257520,1.21854E+11,13.69,0.99,39.52,632.07,443.2,Healthcare
20-07-2025,GE,168.11,171.84,174.04,166.97,10650438,1.81659E+11,30.69,0.37,5.6,190.07,113.39,Industrials
20-07-2025,GILD,83.82,82.59,84.95,81.92,7582578,98075625000,20.02,3.46,4.13,97.22,55.57,Healthcare
20-07-2025,GOOGL,179.82,182.33,183.56,179.23,55003079,2.16937E+12,22.58,0,8.07,203.77,122.53,Communication Services
20-07-2025,GS,451.22,451.12,453.25,449.49,11200904,1.52008E+11,15.72,1.9,28.7,566.85,384.15,Financials
20-07-2025,HD,354.88,354.66,359.34,349.5,27310375,3.69235E+11,27.11,2.19,13.08,400.02,266.05,Consumer Discretionary
20-07-2025,HON,218.61,221.48,224.56,217.08,6265657,1.4937E+11,28.27,2.03,7.83,239.27,150.97,Industrials
20-07-2025,IBM,194.8,193.79,196.25,192.55,4170500,1.73914E+11,21.1,3.53,9.18,214.9,177.97,Technology
20-07-2025,INTC,35.28,35.31,35.6,35.13,12460665,1.36196E+11,17.26,1.41,2.05,42.37,30.23,Technology
20-07-2025,INTU,647.8,651.69,655.56,646.02,9675336,1.75455E+11,56.36,0.57,11.56,824.34,559.34,Technology
20-07-2025,ISRG,463.43,471.25,476.34,457.55,10011232,1.58791E+11,51.47,0,9.16,612.48,378.7,Healthcare
20-07-2025,JNJ,168.6,170.24,172.19,166.51,13661779,4.29434E+11,16.51,2.71,10.31,194.04,111.81,Healthcare
20-07-2025,JPM,197.68,201.46,202.66,194.79,11314871,5.63117E+11,13.18,2.33,15.29,256.78,183.64,Financials
20-07-2025,KO,64.7,65.61,66.4,63.8,8221456,2.86119E+11,25.67,3.1,2.56,71.27,50.06,Consumer Staples
20-07-2025,LLY,966.19,965.33,972.37,961.62,33172978,8.63716E+11,52.21,1.28,18.49,1070.78,883.43,Healthcare
20-07-2025,LMT,490.66,485.9,496.13,479.48,11687753,1.16414E+11,18.22,2.77,26.67,628.5,343.41,Industrials
20-07-2025,LOW,243.7,245.64,248.49,242.14,9873575,1.55405E+11,24.66,1.87,9.96,266.57,197.16,Consumer Discretionary
20-07-2025,MA,469.34,474.23,477.12,464.49,31409181,4.44591E+11,29.28,0.48,16.2,549.72,347.36,Financials
20-07-2025,MDLZ,74.64,74.59,75.55,73.69,6122930,95757432432,20.2,2.34,3.69,97.5,51.32,Consumer Staples
20-07-2025,MDT,91.29,89.23,92.56,88.09,5735251,1.14016E+11,17.69,3.35,5.04,110.19,78.73,Healthcare
20-07-2025,META,509.26,518.23,523.66,504.6,59736120,1.43668E+12,23.11,0.43,22.42,568.6,446.1,Communication Services
20-07-2025,MMC,223.74,224.4,226.06,221.94,7091249,1.09591E+11,26.43,1.75,8.49,260.81,160.44,Financials
20-07-2025,MRK,130.97,131.34,132.64,129.91,23789669,3.23298E+11,15.54,2.87,8.45,149.1,101.12,Healthcare
20-07-2025,MS,100.75,103.02,103.35,100.14,8059684,1.69983E+11,12.98,2.98,7.94,119.92,87.33,Financials
20-07-2025,MSFT,448.53,452.19,457.43,442.77,38883453,3.2225E+12,33.37,0.74,13.55,586.43,350.95,Technology
20-07-2025,NEE,76.66,77.8,78.52,75.9,6932095,1.60463E+11,22.79,2.78,3.41,97.47,56.53,Utilities
20-07-2025,NFLX,660.15,668.73,676.65,657.18,28279310,2.77399E+11,48.23,0,13.87,762.59,465.2,Communication Services
20-07-2025,NKE,92.59,94.79,95.97,91.77,13143023,1.42185E+11,27.03,0.98,3.51,126.92,68.38,Consumer Discretionary
20-07-2025,NOW,866.39,874.65,886.44,855.57,3104073,1.80075E+11,79.06,0,11.06,1139.25,801.14,Technology
20-07-2025,NVDA,515.19,518.07,523.12,512.19,60934152,2.90119E+12,51.46,0,10.07,626.78,463.28,Technology
20-07-2025,ORCL,150.53,152.71,153.2,148.55,14258576,4.34835E+11,23.49,1.18,6.5,201.2,105.72,Technology
20-07-2025,PEP,181.5,183.99,186.57,179.28,12724708,2.40209E+11,25.88,2.74,7.11,229.82,154.38,Consumer Staples
20-07-2025,PFE,28.38,27.68,28.47,27.51,11494738,1.47329E+11,10.52,5.96,2.63,33.49,21.59,Healthcare
20-07-2025,PG,179.35,180.3,182,176.87,17047750,4.07635E+11,24.32,2.54,7.41,198.25,158.1,Consumer Staples
20-07-2025,PLD,133.83,134.68,135.43,133.1,8544269,1.295E+11,35.97,3.13,3.74,154.35,105.28,Real Estate
20-07-2025,PM,106.51,106.26,107.3,104.87,6655181,1.5939E+11,17.05,5.15,6.23,134.07,92.87,Consumer Staples
20-07-2025,PYPL,70.44,68.85,70.67,68.55,6986225,73767857143,16.68,0,4.13,86.23,59.62,Financials
20-07-2025,QCOM,213.37,212.39,215.46,210.84,8626942,2.22269E+11,20.51,1.81,10.36,283.23,188.27,Technology
20-07-2025,REGN,1067.42,1045.33,1076.24,1035.14,13216638,1.09284E+11,18.58,0,56.26,1277.54,733.61,Healthcare
